Países,Quantidade (Kg),Valor (US$),Ano,Produto
Afeganistão,-,-,2008,Vinho de mesa
África do Sul,-,-,2008,Vinho de mesa
"Alemanha, República Democrática",265.742,429.970,2008,Vinho de mesa
Angola,25.721,71.083,2008,Vinho de mesa
Anguilla,-,-,2008,Vinho de mesa
Antígua e Barbuda,-,-,2008,Vinho de mesa
Antilhas Holandesas,17.938,22.908,2008,Vinho de mesa
Arábia Saudita,-,-,2008,Vinho de mesa
Argentina,-,-,2008,Vinho de mesa
Aruba,-,-,2008,Vinho de mesa
Austrália,218.726,99.280,2008,Vinho de mesa
Áustria,-,-,2008,Vinho de mesa
Bahamas,-,-,2008,Vinho de mesa
Bangladesh,-,-,2008,Vinho de mesa
Barbados,-,-,2008,Vinho de mesa
Barein,-,-,2008,Vinho de mesa
Bélgica,3.523,12.969,2008,Vinho de mesa
Belice,-,-,2008,Vinho de mesa
Benin,10.350,17.423,2008,Vinho de mesa
Bermudas,-,-,2008,Vinho de mesa
Bolívia,3.979,3.990,2008,Vinho de mesa
Bósnia-Herzegovina,-,-,2008,Vinho de mesa
Brasil,-,-,2008,Vinho de mesa
Bulgária,-,-,2008,Vinho de mesa
Cabo Verde,-,-,2008,Vinho de mesa
Camarões,-,-,2008,Vinho de mesa
Canadá,20.949,80.476,2008,Vinho de mesa
Catar,-,-,2008,Vinho de mesa
"Cayman, Ilhas",-,-,2008,Vinho de mesa
Chile,-,-,2008,Vinho de mesa
China,8.689,25.926,2008,Vinho de mesa
Chipre,-,-,2008,Vinho de mesa
Cingapura,1.233,4.699,2008,Vinho de mesa
"Cocos (Keeling), Ilhas",-,-,2008,Vinho de mesa
Colômbia,-,-,2008,Vinho de mesa
Comores,-,-,2008,Vinho de mesa
Congo,-,-,2008,Vinho de mesa
"Coreia, Republica Sul",3.520,14.366,2008,Vinho de mesa
Costa do Marfim,-,-,2008,Vinho de mesa
Costa Rica,55,200,2008,Vinho de mesa
Croácia,-,-,2008,Vinho de mesa
Cuba,-,-,2008,Vinho de mesa
Curaçao,-,-,2008,Vinho de mesa
Dinamarca,518,15.905,2008,Vinho de mesa
Dominica,-,-,2008,Vinho de mesa
El Salvador,-,-,2008,Vinho de mesa
Emirados Arabes Unidos,2.437,12.298,2008,Vinho de mesa
Equador,-,-,2008,Vinho de mesa
"Eslovaca, Republica",585,16.063,2008,Vinho de mesa
Espanha,2.942,6.834,2008,Vinho de mesa
Estados Unidos,443.895,804.607,2008,Vinho de mesa
Estônia,4.114,9.730,2008,Vinho de mesa
Filipinas,-,-,2008,Vinho de mesa
Finlândia,-,-,2008,Vinho de mesa
França,11.078,27.500,2008,Vinho de mesa
Gana,18.168,25.642,2008,Vinho de mesa
Gibraltar,-,-,2008,Vinho de mesa
Granada,-,-,2008,Vinho de mesa
Grécia,-,-,2008,Vinho de mesa
Guatemala,-,-,2008,Vinho de mesa
Guiana,-,-,2008,Vinho de mesa
Guiana Francesa,-,-,2008,Vinho de mesa
Guine Bissau,-,-,2008,Vinho de mesa
Guine Equatorial,548,1.417,2008,Vinho de mesa
Haiti,20,20,2008,Vinho de mesa
Honduras,162,580,2008,Vinho de mesa
Hong Kong,2.430,13.460,2008,Vinho de mesa
Hungria,-,-,2008,Vinho de mesa
Ilha de Man,-,-,2008,Vinho de mesa
Ilhas Virgens,-,-,2008,Vinho de mesa
India,-,-,2008,Vinho de mesa
Indonésia,-,-,2008,Vinho de mesa
Irã,-,-,2008,Vinho de mesa
Iraque,-,-,2008,Vinho de mesa
Irlanda,-,-,2008,Vinho de mesa
Itália,-,-,2008,Vinho de mesa
Jamaica,-,-,2008,Vinho de mesa
Japão,232.293,178.333,2008,Vinho de mesa
Jordânia,-,-,2008,Vinho de mesa
Letônia,-,-,2008,Vinho de mesa
Líbano,-,-,2008,Vinho de mesa
Libéria,-,-,2008,Vinho de mesa
Luxemburgo,13.606,42.341,2008,Vinho de mesa
Macau,-,-,2008,Vinho de mesa
Malásia,-,-,2008,Vinho de mesa
Malavi,-,-,2008,Vinho de mesa
Malta,-,-,2008,Vinho de mesa
"Marshall, Ilhas",-,-,2008,Vinho de mesa
Martinica,-,-,2008,Vinho de mesa
Mauritânia,-,-,2008,Vinho de mesa
México,-,-,2008,Vinho de mesa
Moçambique,-,-,2008,Vinho de mesa
Montenegro,-,-,2008,Vinho de mesa
Namíbia,340,722,2008,Vinho de mesa
Nicarágua,-,-,2008,Vinho de mesa
Nigéria,7.560,10.920,2008,Vinho de mesa
Noruega,-,-,2008,Vinho de mesa
Nova Caledônia,-,-,2008,Vinho de mesa
Nova Zelândia,-,-,2008,Vinho de mesa
Omã,-,-,2008,Vinho de mesa
Países Baixos,340.412,783.635,2008,Vinho de mesa
Palau,-,-,2008,Vinho de mesa
Panamá,1.161,1.882,2008,Vinho de mesa
Paraguai,2.191.901,1.374.088,2008,Vinho de mesa
Peru,-,-,2008,Vinho de mesa
Pitcairn,-,-,2008,Vinho de mesa
Polônia,20.290,58.353,2008,Vinho de mesa
Porto Rico,-,-,2008,Vinho de mesa
Portugal,49.090,48.942,2008,Vinho de mesa
Quênia,-,-,2008,Vinho de mesa
Reino Unido,100.097,155.076,2008,Vinho de mesa
República Dominicana,-,-,2008,Vinho de mesa
Rússia,6.207.658,2.352.768,2008,Vinho de mesa
São Cristóvão e Névis,-,-,2008,Vinho de mesa
São Tomé e Príncipe,-,-,2008,Vinho de mesa
São Vicente e Granadinas,-,-,2008,Vinho de mesa
Senegal,-,-,2008,Vinho de mesa
Serra Leoa,-,-,2008,Vinho de mesa
Singapura,-,-,2008,Vinho de mesa
Suazilândia,-,-,2008,Vinho de mesa
Suécia,26.984,84.564,2008,Vinho de mesa
Suíça,54.384,216.317,2008,Vinho de mesa
Suriname,900,1.625,2008,Vinho de mesa
Tailândia,-,-,2008,Vinho de mesa
Taiwan (Formosa),10.030,18.679,2008,Vinho de mesa
Tanzânia,-,-,2008,Vinho de mesa
"Tcheca, República",17.135,64.709,2008,Vinho de mesa
Togo,5.160,7.800,2008,Vinho de mesa
Toquelau,-,-,2008,Vinho de mesa
Trinidade Tobago,-,-,2008,Vinho de mesa
Tunísia,-,-,2008,Vinho de mesa
Turquia,-,-,2008,Vinho de mesa
Tuvalu,-,-,2008,Vinho de mesa
Uruguai,-,-,2008,Vinho de mesa
Vanuatu,-,-,2008,Vinho de mesa
Venezuela,-,-,2008,Vinho de mesa
Vietnã,-,-,2008,Vinho de mesa
Afeganistão,-,-,2009,Vinho de mesa
África do Sul,-,-,2009,Vinho de mesa
"Alemanha, República Democrática",225.086,393.482,2009,Vinho de mesa
Angola,54.786,84.235,2009,Vinho de mesa
Anguilla,-,-,2009,Vinho de mesa
Antígua e Barbuda,-,-,2009,Vinho de mesa
Antilhas Holandesas,8.235,10.651,2009,Vinho de mesa
Arábia Saudita,-,-,2009,Vinho de mesa
Argentina,162,4.523,2009,Vinho de mesa
Aruba,-,-,2009,Vinho de mesa
Austrália,1.014,9.195,2009,Vinho de mesa
Áustria,-,-,2009,Vinho de mesa
Bahamas,-,-,2009,Vinho de mesa
Bangladesh,-,-,2009,Vinho de mesa
Barbados,-,-,2009,Vinho de mesa
Barein,-,-,2009,Vinho de mesa
Bélgica,125.962,58.764,2009,Vinho de mesa
Belice,-,-,2009,Vinho de mesa
Benin,-,-,2009,Vinho de mesa
Bermudas,-,-,2009,Vinho de mesa
Bolívia,40.463,20.729,2009,Vinho de mesa
Bósnia-Herzegovina,-,-,2009,Vinho de mesa
Brasil,-,-,2009,Vinho de mesa
Bulgária,-,-,2009,Vinho de mesa
Cabo Verde,-,-,2009,Vinho de mesa
Camarões,-,-,2009,Vinho de mesa
Canadá,15.664,73.445,2009,Vinho de mesa
Catar,-,-,2009,Vinho de mesa
"Cayman, Ilhas",-,-,2009,Vinho de mesa
Chile,1.475,4.297,2009,Vinho de mesa
China,1.553.416,482.400,2009,Vinho de mesa
Chipre,-,-,2009,Vinho de mesa
Cingapura,2.419,6.110,2009,Vinho de mesa
"Cocos (Keeling), Ilhas",-,-,2009,Vinho de mesa
Colômbia,-,-,2009,Vinho de mesa
Comores,-,-,2009,Vinho de mesa
Congo,-,-,2009,Vinho de mesa
"Coreia, Republica Sul",-,-,2009,Vinho de mesa
Costa do Marfim,-,-,2009,Vinho de mesa
Costa Rica,-,-,2009,Vinho de mesa
Croácia,-,-,2009,Vinho de mesa
Cuba,-,-,2009,Vinho de mesa
Curaçao,-,-,2009,Vinho de mesa
Dinamarca,1.980,21.780,2009,Vinho de mesa
Dominica,-,-,2009,Vinho de mesa
El Salvador,55,100,2009,Vinho de mesa
Emirados Arabes Unidos,1.398,4.032,2009,Vinho de mesa
Equador,-,-,2009,Vinho de mesa
"Eslovaca, Republica",-,-,2009,Vinho de mesa
Espanha,2.181,4.050,2009,Vinho de mesa
Estados Unidos,372.319,660.066,2009,Vinho de mesa
Estônia,5.438,10.802,2009,Vinho de mesa
Filipinas,-,-,2009,Vinho de mesa
Finlândia,-,-,2009,Vinho de mesa
França,-,-,2009,Vinho de mesa
Gana,-,-,2009,Vinho de mesa
Gibraltar,-,-,2009,Vinho de mesa
Granada,-,-,2009,Vinho de mesa
Grécia,-,-,2009,Vinho de mesa
Guatemala,20,20,2009,Vinho de mesa
Guiana,-,-,2009,Vinho de mesa
Guiana Francesa,-,-,2009,Vinho de mesa
Guine Bissau,-,-,2009,Vinho de mesa
Guine Equatorial,169,272,2009,Vinho de mesa
Haiti,4.500,5.863,2009,Vinho de mesa
Honduras,14,30,2009,Vinho de mesa
Hong Kong,50.319,27.188,2009,Vinho de mesa
Hungria,-,-,2009,Vinho de mesa
Ilha de Man,-,-,2009,Vinho de mesa
Ilhas Virgens,-,-,2009,Vinho de mesa
India,-,-,2009,Vinho de mesa
Indonésia,-,-,2009,Vinho de mesa
Irã,-,-,2009,Vinho de mesa
Iraque,-,-,2009,Vinho de mesa
Irlanda,-,-,2009,Vinho de mesa
Itália,1.817,5.251,2009,Vinho de mesa
Jamaica,-,-,2009,Vinho de mesa
Japão,217.974,283.436,2009,Vinho de mesa
Jordânia,-,-,2009,Vinho de mesa
Letônia,-,-,2009,Vinho de mesa
Líbano,-,-,2009,Vinho de mesa
Libéria,-,-,2009,Vinho de mesa
Luxemburgo,7.845,42.124,2009,Vinho de mesa
Macau,-,-,2009,Vinho de mesa
Malásia,-,-,2009,Vinho de mesa
Malavi,-,-,2009,Vinho de mesa
Malta,-,-,2009,Vinho de mesa
"Marshall, Ilhas",-,-,2009,Vinho de mesa
Martinica,-,-,2009,Vinho de mesa
Mauritânia,-,-,2009,Vinho de mesa
México,-,-,2009,Vinho de mesa
Moçambique,-,-,2009,Vinho de mesa
Montenegro,-,-,2009,Vinho de mesa
Namíbia,-,-,2009,Vinho de mesa
Nicarágua,24,24,2009,Vinho de mesa
Nigéria,41,115,2009,Vinho de mesa
Noruega,-,-,2009,Vinho de mesa
Nova Caledônia,-,-,2009,Vinho de mesa
Nova Zelândia,-,-,2009,Vinho de mesa
Omã,-,-,2009,Vinho de mesa
Países Baixos,171.654,136.991,2009,Vinho de mesa
Palau,-,-,2009,Vinho de mesa
Panamá,24,30,2009,Vinho de mesa
Paraguai,486.927,392.087,2009,Vinho de mesa
Peru,-,-,2009,Vinho de mesa
Pitcairn,-,-,2009,Vinho de mesa
Polônia,6.982,35.797,2009,Vinho de mesa
Porto Rico,-,-,2009,Vinho de mesa
Portugal,141.000,168.923,2009,Vinho de mesa
Quênia,-,-,2009,Vinho de mesa
Reino Unido,30.092,68.788,2009,Vinho de mesa
República Dominicana,-,-,2009,Vinho de mesa
Rússia,21.912.914,5.732.280,2009,Vinho de mesa
São Cristóvão e Névis,-,-,2009,Vinho de mesa
São Tomé e Príncipe,-,-,2009,Vinho de mesa
São Vicente e Granadinas,-,-,2009,Vinho de mesa
Senegal,-,-,2009,Vinho de mesa
Serra Leoa,-,-,2009,Vinho de mesa
Singapura,-,-,2009,Vinho de mesa
Suazilândia,-,-,2009,Vinho de mesa
Suécia,28.334,52.826,2009,Vinho de mesa
Suíça,27.653,81.319,2009,Vinho de mesa
Suriname,3.830,12.918,2009,Vinho de mesa
Tailândia,-,-,2009,Vinho de mesa
Taiwan (Formosa),-,-,2009,Vinho de mesa
Tanzânia,-,-,2009,Vinho de mesa
"Tcheca, República",9.269,43.902,2009,Vinho de mesa
Togo,-,-,2009,Vinho de mesa
Toquelau,-,-,2009,Vinho de mesa
Trinidade Tobago,-,-,2009,Vinho de mesa
Tunísia,-,-,2009,Vinho de mesa
Turquia,-,-,2009,Vinho de mesa
Tuvalu,-,-,2009,Vinho de mesa
Uruguai,-,-,2009,Vinho de mesa
Vanuatu,-,-,2009,Vinho de mesa
Venezuela,-,-,2009,Vinho de mesa
Vietnã,743,2.143,2009,Vinho de mesa
Afeganistão,-,-,2010,Vinho de mesa
África do Sul,-,-,2010,Vinho de mesa
"Alemanha, República Democrática",27.715,138.666,2010,Vinho de mesa
Angola,33.557,189.891,2010,Vinho de mesa
Anguilla,-,-,2010,Vinho de mesa
Antígua e Barbuda,-,-,2010,Vinho de mesa
Antilhas Holandesas,9.810,12.808,2010,Vinho de mesa
Arábia Saudita,-,-,2010,Vinho de mesa
Argentina,-,-,2010,Vinho de mesa
Aruba,-,-,2010,Vinho de mesa
Austrália,1.823,17.960,2010,Vinho de mesa
Áustria,-,-,2010,Vinho de mesa
Bahamas,3.175,12.759,2010,Vinho de mesa
Bangladesh,-,-,2010,Vinho de mesa
Barbados,-,-,2010,Vinho de mesa
Barein,-,-,2010,Vinho de mesa
Bélgica,42.532,185.411,2010,Vinho de mesa
Belice,-,-,2010,Vinho de mesa
Benin,-,-,2010,Vinho de mesa
Bermudas,-,-,2010,Vinho de mesa
Bolívia,54,282,2010,Vinho de mesa
Bósnia-Herzegovina,-,-,2010,Vinho de mesa
Brasil,-,-,2010,Vinho de mesa
Bulgária,-,-,2010,Vinho de mesa
Cabo Verde,11.991,49.366,2010,Vinho de mesa
Camarões,-,-,2010,Vinho de mesa
Canadá,-,-,2010,Vinho de mesa
Catar,-,-,2010,Vinho de mesa
"Cayman, Ilhas",-,-,2010,Vinho de mesa
Chile,-,-,2010,Vinho de mesa
China,795,2.358,2010,Vinho de mesa
Chipre,-,-,2010,Vinho de mesa
Cingapura,1.533,5.504,2010,Vinho de mesa
"Cocos (Keeling), Ilhas",-,-,2010,Vinho de mesa
Colômbia,-,-,2010,Vinho de mesa
Comores,-,-,2010,Vinho de mesa
Congo,-,-,2010,Vinho de mesa
"Coreia, Republica Sul",-,-,2010,Vinho de mesa
Costa do Marfim,-,-,2010,Vinho de mesa
Costa Rica,-,-,2010,Vinho de mesa
Croácia,-,-,2010,Vinho de mesa
Cuba,-,-,2010,Vinho de mesa
Curaçao,-,-,2010,Vinho de mesa
Dinamarca,7.034,69.161,2010,Vinho de mesa
Dominica,-,-,2010,Vinho de mesa
El Salvador,-,-,2010,Vinho de mesa
Emirados Arabes Unidos,1.035,3.206,2010,Vinho de mesa
Equador,-,-,2010,Vinho de mesa
"Eslovaca, Republica",-,-,2010,Vinho de mesa
Espanha,-,-,2010,Vinho de mesa
Estados Unidos,228.968,478.630,2010,Vinho de mesa
Estônia,15.848,40.778,2010,Vinho de mesa
Filipinas,-,-,2010,Vinho de mesa
Finlândia,-,-,2010,Vinho de mesa
França,3.614,18.904,2010,Vinho de mesa
Gana,-,-,2010,Vinho de mesa
Gibraltar,-,-,2010,Vinho de mesa
Granada,-,-,2010,Vinho de mesa
Grécia,-,-,2010,Vinho de mesa
Guatemala,-,-,2010,Vinho de mesa
Guiana,783,3.654,2010,Vinho de mesa
Guiana Francesa,-,-,2010,Vinho de mesa
Guine Bissau,-,-,2010,Vinho de mesa
Guine Equatorial,410,1.015,2010,Vinho de mesa
Haiti,2.700,3.750,2010,Vinho de mesa
Honduras,-,-,2010,Vinho de mesa
Hong Kong,-,-,2010,Vinho de mesa
Hungria,540,4.103,2010,Vinho de mesa
Ilha de Man,-,-,2010,Vinho de mesa
Ilhas Virgens,-,-,2010,Vinho de mesa
India,-,-,2010,Vinho de mesa
Indonésia,-,-,2010,Vinho de mesa
Irã,-,-,2010,Vinho de mesa
Iraque,-,-,2010,Vinho de mesa
Irlanda,3.969,42.795,2010,Vinho de mesa
Itália,1.458,4.828,2010,Vinho de mesa
Jamaica,-,-,2010,Vinho de mesa
Japão,112.178,74.628,2010,Vinho de mesa
Jordânia,-,-,2010,Vinho de mesa
Letônia,-,-,2010,Vinho de mesa
Líbano,-,-,2010,Vinho de mesa
Libéria,-,-,2010,Vinho de mesa
Luxemburgo,7.344,32.549,2010,Vinho de mesa
Macau,-,-,2010,Vinho de mesa
Malásia,-,-,2010,Vinho de mesa
Malavi,-,-,2010,Vinho de mesa
Malta,-,-,2010,Vinho de mesa
"Marshall, Ilhas",-,-,2010,Vinho de mesa
Martinica,-,-,2010,Vinho de mesa
Mauritânia,-,-,2010,Vinho de mesa
México,-,-,2010,Vinho de mesa
Moçambique,-,-,2010,Vinho de mesa
Montenegro,-,-,2010,Vinho de mesa
Namíbia,-,-,2010,Vinho de mesa
Nicarágua,-,-,2010,Vinho de mesa
Nigéria,-,-,2010,Vinho de mesa
Noruega,-,-,2010,Vinho de mesa
Nova Caledônia,-,-,2010,Vinho de mesa
Nova Zelândia,-,-,2010,Vinho de mesa
Omã,-,-,2010,Vinho de mesa
Países Baixos,87.368,302.182,2010,Vinho de mesa
Palau,-,-,2010,Vinho de mesa
Panamá,-,-,2010,Vinho de mesa
Paraguai,510.989,449.197,2010,Vinho de mesa
Peru,-,-,2010,Vinho de mesa
Pitcairn,-,-,2010,Vinho de mesa
Polônia,20.464,95.198,2010,Vinho de mesa
Porto Rico,-,-,2010,Vinho de mesa
Portugal,4.577,18.970,2010,Vinho de mesa
Quênia,-,-,2010,Vinho de mesa
Reino Unido,123.624,295.690,2010,Vinho de mesa
República Dominicana,-,-,2010,Vinho de mesa
Rússia,-,-,2010,Vinho de mesa
São Cristóvão e Névis,-,-,2010,Vinho de mesa
São Tomé e Príncipe,-,-,2010,Vinho de mesa
São Vicente e Granadinas,-,-,2010,Vinho de mesa
Senegal,-,-,2010,Vinho de mesa
Serra Leoa,-,-,2010,Vinho de mesa
Singapura,-,-,2010,Vinho de mesa
Suazilândia,-,-,2010,Vinho de mesa
Suécia,-,-,2010,Vinho de mesa
Suíça,2.025,21.600,2010,Vinho de mesa
Suriname,1.836,1.269,2010,Vinho de mesa
Tailândia,-,-,2010,Vinho de mesa
Taiwan (Formosa),-,-,2010,Vinho de mesa
Tanzânia,-,-,2010,Vinho de mesa
"Tcheca, República",1.091,5.285,2010,Vinho de mesa
Togo,-,-,2010,Vinho de mesa
Toquelau,-,-,2010,Vinho de mesa
Trinidade Tobago,-,-,2010,Vinho de mesa
Tunísia,-,-,2010,Vinho de mesa
Turquia,-,-,2010,Vinho de mesa
Tuvalu,-,-,2010,Vinho de mesa
Uruguai,914,2.929,2010,Vinho de mesa
Vanuatu,-,-,2010,Vinho de mesa
Venezuela,-,-,2010,Vinho de mesa
Vietnã,8.820,9.977,2010,Vinho de mesa
Afeganistão,-,-,2011,Vinho de mesa
África do Sul,-,-,2011,Vinho de mesa
"Alemanha, República Democrática",36.070,144.150,2011,Vinho de mesa
Angola,13.889,69.001,2011,Vinho de mesa
Anguilla,-,-,2011,Vinho de mesa
Antígua e Barbuda,-,-,2011,Vinho de mesa
Antilhas Holandesas,7.335,10.188,2011,Vinho de mesa
Arábia Saudita,-,-,2011,Vinho de mesa
Argentina,13.253,55.460,2011,Vinho de mesa
Aruba,900,1.680,2011,Vinho de mesa
Austrália,3.632,40.704,2011,Vinho de mesa
Áustria,-,-,2011,Vinho de mesa
Bahamas,4.529,28.810,2011,Vinho de mesa
Bangladesh,-,-,2011,Vinho de mesa
Barbados,-,-,2011,Vinho de mesa
Barein,-,-,2011,Vinho de mesa
Bélgica,11.802,62.339,2011,Vinho de mesa
Belice,-,-,2011,Vinho de mesa
Benin,-,-,2011,Vinho de mesa
Bermudas,-,-,2011,Vinho de mesa
Bolívia,12.775,20.215,2011,Vinho de mesa
Bósnia-Herzegovina,-,-,2011,Vinho de mesa
Brasil,-,-,2011,Vinho de mesa
Bulgária,-,-,2011,Vinho de mesa
Cabo Verde,600,825,2011,Vinho de mesa
Camarões,-,-,2011,Vinho de mesa
Canadá,28.906,128.076,2011,Vinho de mesa
Catar,-,-,2011,Vinho de mesa
"Cayman, Ilhas",-,-,2011,Vinho de mesa
Chile,-,-,2011,Vinho de mesa
China,54.156,334.867,2011,Vinho de mesa
Chipre,-,-,2011,Vinho de mesa
Cingapura,911,3.317,2011,Vinho de mesa
"Cocos (Keeling), Ilhas",-,-,2011,Vinho de mesa
Colômbia,-,-,2011,Vinho de mesa
Comores,-,-,2011,Vinho de mesa
Congo,360,570,2011,Vinho de mesa
"Coreia, Republica Sul",-,-,2011,Vinho de mesa
Costa do Marfim,-,-,2011,Vinho de mesa
Costa Rica,-,-,2011,Vinho de mesa
Croácia,-,-,2011,Vinho de mesa
Cuba,2.880,4.899,2011,Vinho de mesa
Curaçao,-,-,2011,Vinho de mesa
Dinamarca,32.797,83.057,2011,Vinho de mesa
Dominica,-,-,2011,Vinho de mesa
El Salvador,-,-,2011,Vinho de mesa
Emirados Arabes Unidos,2.120,6.594,2011,Vinho de mesa
Equador,-,-,2011,Vinho de mesa
"Eslovaca, Republica",-,-,2011,Vinho de mesa
Espanha,5.206,24.618,2011,Vinho de mesa
Estados Unidos,306.787,1.030.254,2011,Vinho de mesa
Estônia,450,5.336,2011,Vinho de mesa
Filipinas,-,-,2011,Vinho de mesa
Finlândia,12.404,50.394,2011,Vinho de mesa
França,-,-,2011,Vinho de mesa
Gana,-,-,2011,Vinho de mesa
Gibraltar,-,-,2011,Vinho de mesa
